"Main use","Detailed use","Used part","crop_code"
"environmental","agroforestry","entire plant","689"
"animal food (feed)","vitamins","entire plant","690"
"animal food (feed)","minerals","entire plant","690"
"environmental","erosion control","entire plant","690"
"food & beverage","vitamins","leaves","693"
"food & beverage","minerals","leaves","693"
"food & beverage","vitamins","roots","694"
"food & beverage","minerals","roots","694"
"food & beverage","vitamins","leaves","694"
"food & beverage","minerals","leaves","694"
"food additive","sweetener","entire plant","694"
"animal food (feed)","minerals","entire plant","694"
"animal food (feed)","vitamins","entire plant","694"
"medicinal","digestive system applications","entire plant","694"
"medicinal","endocrine system applications","entire plant","694"
"material","dye/tannin","stems","697"
"poison","","stems","697"
"medicinal","immune system applications","stems","697"
"environmental","agroforestry","stems","697"
"material","essential oils","leaves","699"
"material","essential oils","bark","699"
"material","timber wood","bark","699"
"medicinal","","leaves","699"
"medicinal","","bark","699"
"environmental","shade & shelter","entire plant","699"
"environmental","ornamental/turf","entire plant","699"
"food additive","condiment/seasoning","stems","702"
"material","essential oils","stems","702"
"material","cosmetics & perfumery","stems","702"
"medicinal","immune system applications","stems","702"
"food & beverage","vitamins","fruits","708"
"food & beverage","minerals","fruits","708"
"food & beverage","vitamins","leaves","708"
"food & beverage","minerals","leaves","708"
"food & beverage","protein","seeds","708"
"food & beverage","starch","seeds","708"
"medicinal","skin applications","fruits","708"
"medicinal","blood system applications","fruits","708"
"medicinal","digestive system applications","fruits","708"
"animal food (feed)","protein","seeds","708"
"animal food (feed)","starch","seeds","708"
"material","lipids/oil & fats","seeds","708"
"environmental","agroforestry","entire plant","708"
"food & beverage","vitamins","fruits","711"
"food & beverage","minerals","fruits","711"
"food additive","condiment/seasoning","fruits","711"
"food additive","condiment/seasoning","leaves","711"
"food additive","condiment/seasoning","flowers","711"
"material","essential oils","fruits","711"
"material","cosmetics & perfumery","fruits","711"
"medicinal","nervous system applications","leaves","711"
"medicinal","digestive system applications","leaves","711"
"medicinal","muscular/skeletal applications","leaves","711"
"medicinal","respiratory applications","leaves","711"
"medicinal","nervous system applications","flowers","711"
"medicinal","muscular/skeletal applications","flowers","711"
"medicinal","respiratory applications","flowers","711"
"medicinal","digestive system applications","fruits","711"
"environmental","agroforestry","entire plant","711"
"food & beverage","vitamins","fruits","712"
"food & beverage","minerals","fruits","712"
"material","cosmetics & perfumery","flowers","712"
"material","timber wood","bark","712"
"medicinal","respiratory applications","leaves","712"
"medicinal","immune system applications","leaves","712"
"medicinal","digestive system applications","leaves","712"
"medicinal","respiratory applications","flowers","712"
"medicinal","immune system applications","flowers","712"
"medicinal","digestive system applications","flowers","712"
"medicinal","respiratory applications","fruits","712"
"medicinal","immune system applications","fruits","712"
"medicinal","digestive system applications","fruits","712"
"food & beverage","vitamins","fruits","714"
"food & beverage","minerals","fruits","714"
"food additive","condiment/seasoning","fruits","714"
"medicinal","blood system applications","fruits","714"
"medicinal","skin applications","fruits","714"
"medicinal","genitourinary system applications","fruits","714"
"medicinal","muscular/skeletal applications","fruits","714"
"medicinal","nutritional applications","fruits","714"
"material","cosmetics & perfumery","flowers","714"
"material","cosmetics & perfumery","fruits","714"
"poison","bacteria","fruits","714"
"food & beverage","vitamins","fruits","716"
"food & beverage","minerals","fruits","716"
"food additive","condiment/seasoning","fruits","716"
"social","other socio-cultural uses","fruits","716"
"material","cosmetics & perfumery","fruits","716"
"material","cosmetics & perfumery","leaves","716"
"medicinal","nervous system applications","fruits","716"
"medicinal","digestive system applications","fruits","716"
"medicinal","respiratory applications","fruits","716"
"medicinal","metabolic system applications","fruits","716"
"medicinal","muscular/skeletal applications","fruits","716"
"medicinal","immune system applications","fruits","716"
"food & beverage","vitamins","fruits","717"
"food & beverage","minerals","fruits","717"
"food additive","condiment/seasoning","fruits","717"
"animal food (feed)","minerals","fruits","717"
"animal food (feed)","vitamins","fruits","717"
"food & beverage","vitamins","fruits","718"
"food & beverage","minerals","fruits","718"
"material","essential oils","fruits","718"
"food & beverage","vitamins","fruits","720"
"food & beverage","minerals","fruits","720"
"animal food (feed)","vitamins","fruits","720"
"animal food (feed)","minerals","fruits","720"
"material","essential oils","fruits","720"
"environmental","agroforestry","entire plant","720"
"food & beverage","vitamins","fruits","722"
"food additive","antioxidant","fruits","722"
"food additive","condiment/seasoning","fruits","722"
"food additive","condiment/seasoning","leaves","722"
"material","essential oils","flowers","722"
"material","essential oils","fruits","722"
"material","essential oils","leaves","722"
"animal food (feed)","vitamins","fruits","722"
"medicinal","","fruits","722"
"environmental","ornamental/turf","entire plant","722"
"food & beverage","vitamins","fruits","738"
"food & beverage","minerals","fruits","738"
"animal food (feed)","vitamins","entire plant","738"
"animal food (feed)","minerals","entire plant","738"
"material","dye/tannin","seeds","738"
"material","dye/tannin","stems","738"
"medicinal","","seeds","738"
"medicinal","","roots","738"
"environmental","cover crop","entire plant","738"
"environmental","ornamental/turf","entire plant","738"
"food & beverage","vitamins","fruits","743"
"food & beverage","minerals","fruits","743"
"material","dye/tannin","fruits","743"
"material","timber wood","bark","743"
"environmental","ornamental/turf","entire plant","743"
"environmental","shade & shelter","entire plant","743"
"environmental","agroforestry","entire plant","743"
"fuels","fuelwood","bark","743"
"fuels","charcoal","bark","743"
"food & beverage","vitamins","fruits","744"
"food & beverage","minerals","fruits","744"
"food & beverage","lipids","fruits","744"
"food & beverage","protein","fruits","744"
"food additive","sweetener","flowers","744"
"animal food (feed)","protein","fruits","744"
"animal food (feed)","lipids","fruits","744"
"animal food (feed)","vitamins","fruits","744"
"animal food (feed)","minerals","fruits","744"
"material","timber wood","bark","744"
"material","lipids/oil & fats","fruits","744"
"material","fibres","leaves","744"
"material","cosmetics & perfumery","fruits","744"
"medicinal","blood system applications","fruits","744"
"medicinal","metabolic system applications","fruits","744"
"fuels","charcoal","fruits","744"
"environmental","erosion control","fruits","744"
"environmental","agroforestry","entire plant","744"
"environmental","shade & shelter","entire plant","744"
"fuels","petroleum substitutes/alcohol","fruits","744"
"food & beverage","vitamins","seeds","749"
"food & beverage","minerals","seeds","749"
"food additive","condiment/seasoning","seeds","749"
"animal food (feed)","vitamins","fruits","749"
"animal food (feed)","minerals","fruits","749"
"environmental","soil improvers","fruits","749"
"environmental","soil improvers","stems","749"
"environmental","agroforestry","entire plant","749"
"material","timber wood","bark","749"
"material","cosmetics & perfumery","seeds","749"
"material","dye/tannin","fruits","749"
"poison","dicot.","entire plant","749"
"medicinal","sensory applications","seeds","749"
"medicinal","nervous system applications","seeds","749"
"medicinal","digestive system applications","seeds","749"
"medicinal","muscular/skeletal applications","seeds","749"
"medicinal","endocrine system applications","seeds","749"
"medicinal","","leaves","749"
"food & beverage","vitamins","seeds","750"
"food & beverage","minerals","seeds","750"
"food additive","condiment/seasoning","seeds","750"
"medicinal","sensory applications","seeds","750"
"medicinal","nervous system applications","seeds","750"
"medicinal","digestive system applications","seeds","750"
"medicinal","metabolic system applications","seeds","750"
"medicinal","blood system applications","seeds","750"
"medicinal","muscular/skeletal applications","seeds","750"
"medicinal","endocrine system applications","seeds","750"
"environmental","soil improvers","fruits","750"
"environmental","agroforestry","entire plant","750"
"fuels","charcoal","fruits","750"
"material","dye/tannin","fruits","750"
"food & beverage","minerals","seeds","751"
